ID,__name__,released,starring,originating from,directed by,produced by,distributed by,edited by,screenwriter,music by
103137,The Bling Ring,2013,Emma Watson,"Japan, United States of America, France, United Kingdom, Germany",Sofia Coppola,"Sofia Coppola, Roman Coppola, Youree Henley","Netflix, Vudu, A24",Sarah Flack,"Sofia Coppola, Nancy Jo Sales",Oneohtrix Point Never
103219,Maniac,2012,Zoe Aggeliki,"United States of America, France",Franck Khalfoun,"Thomas Langmann, Grégory Levasseur, Alexandre Aja, William Lustig","Netflix, IFC Films, ADS Service",Franck Khalfoun,"Grégory Levasseur, Alexandre Aja, Joe Spinell",Robin Coudert
103228,Pacific Rim,2013,Ron Perlman,United States of America,Guillermo del Toro,Mary Parent,"Warner Bros., Netflix","Peter Amundson, John Gilroy","Guillermo del Toro, Travis Beacham",Ramin Djawadi
103243,Ada,1961,Martin Balsam,United States of America,Daniel Mann,Lawrence Weingarten,Metro-Goldwyn-Mayer,Ralph E. Winters,Arthur Sheekman,Bronisław Kaper
103249,World War Z,2013,Mireille Enos,"United States of America, United Kingdom",Marc Forster,"Brad Pitt, Ian Bryce, Dede Gardner, Jeremy Kleiner","Paramount Pictures, Netflix, UIP-Dunafilm","Roger Barton, Matt Chesse","Max Brooks, Matthew Michael Carnahan, J. Michael Straczynski, Damon Lindelof, Drew Goddard",Marco Beltrami
103253,Elysium,2013,Jodie Foster,United States of America,Neill Blomkamp,"Simon Kinberg, Bill Block","Netflix, TriStar Pictures","Julian Clarke, Lee Smith",Neill Blomkamp,Ryan Amon
103266,Mr. Moto's Gamble,1938,Peter Lorre,United States of America,James Tinling,"John Stone, Sol M. Wurtzel",20th Century Studios,Nick DeMaggio,Charles Belden,David Buttolph
103306,Europa Report,2013,Embeth Davidtz,United States of America,Sebastián Cordero,Ben Browning,"Netflix, Hulu, Magnolia Pictures, ADS Service",Craig McKay,Philip Gelatt,Bear McCreary
103333,Blutzbrüdaz,2013,Mario Barth,Germany,Özgür Yıldırım,"Fatih Akın, Oliver Berben, Martin Moszkowicz, Klaus Maeck",Constantin Film,Sebastian Thümler,Özgür Yıldırım,Sido
103341,The World's End,2013,Eddie Marsan,"Japan, United States of America, United Kingdom",Edgar Wright,"Eric Fellner, Tim Bevan, Nira Park","Netflix, Universal Pictures",Paul Machliss,"Edgar Wright, Simon Pegg",Steven Price
103366,Redemption,2013,Jason Statham,"United States of America, United Kingdom",Steven Knight,Paul Webster,"Netflix, Lionsgate, Big Bang Media",Valerio Bonelli,Steven Knight,Dario Marianelli
103372,The Heat,2013,Jane Curtin,United States of America,Paul Feig,Peter Chernin,"Netflix, 20th Century Studios, InterCom",Brent White,Katie Dippold,Michael Andrews
103380,Very Important Person,1961,James Robertson Justice,United Kingdom,Ken Annakin,Julian Wintle,Rank Organisation,Ralph Sheldon,Jack Davies,Reg Owen
103384,The Lone Ranger,2013,Johnny Depp,United States of America,Gore Verbinski,"Jerry Bruckheimer, Gore Verbinski","Walt Disney Studios Motion Pictures, Netflix, Disney+","Craig Wood, James Haygood","Terry Rossio, Ted Elliott, Justin Haythe",Hans Zimmer
1034,Freeway,1996,Reese Witherspoon,United States of America,Matthew Bright,Brad Wyman,"Republic Pictures, Netflix",Maysie Hoy,Matthew Bright,Danny Elfman
103449,Passion,2012,Karoline Herfurth,"France, United Kingdom, Spain, Germany",Brian De Palma,Saïd Ben Saïd,"Netflix, ADS Service",François Gédigier,"Brian De Palma, Alain Corneau",Pino Donaggio
1035,The Sound of Music,1965,Julie Andrews,United States of America,Robert Wise,Robert Wise,"20th Century Studios, Walt Disney Studios Motion Pictures",William H. Reynolds,Ernest Lehman,Richard Rodgers
103515,Along the Great Divide,1951,Kirk Douglas,United States of America,Raoul Walsh,Anthony Veiller,Warner Bros.,Thomas Reilly,Walter Doniger,David Buttolph
103541,Thanks for Sharing,2012,Gwyneth Paltrow,United States of America,Stuart Blumberg,"Edward Norton, Leslie Urdang","Hulu, Lionsgate Films, Netflix, Big Bang Media",Anne McCabe,"Matt Winston, Stuart Blumberg",Christopher Lennertz
103549,What's in a Name?,2012,Patrick Bruel,"Belgium, France","Alexandre de La Patellière, Matthieu Delaporte","Dimitri Rassam, Jérôme Seydoux","Netflix, Vertigo Média, Pathé Distribution",Célia Lafitedupont,"Alexandre de La Patellière, Matthieu Delaporte",Jérôme Rebotier
103554,A Hijacking,2012,Søren Malling,Denmark,Tobias Lindholm,"René Ezra, Tomas Radoor","Nordisk Film, Vertigo Média",Adam Nielsen,Tobias Lindholm,Hildur Guðnadóttir
103576,Chu Chin Chow,1934,Fritz Kortner,United Kingdom,Walter Forde,Michael Balcon,Netflix,Derek Twist,"Sidney Gilliat, Edward Knoblock, L. du Garde Peach",Sidney Gilliat
1036,Die Hard,1988,Bruce Willis,United States of America,John McTiernan,"Joel Silver, Lawrence Gordon","Netflix, 20th Century Studios","John F. Link, Frank J. Urioste","Roderick Thorp, Steven E. de Souza, Jeb Stuart",Michael Kamen
103655,R.I.P.D.,2013,Ryan Reynolds,United States of America,Robert Schwentke,"Neal H. Moritz, Mike Richardson, Peter M. Lenkov",UIP-Dunafilm,Mark Helfrich,"Matt Manfredi, Phil Hay",Christophe Beck
103671,Joker,2012,Akshay Kumar,India,Shirish Kunder,"Farah Khan, Akshay Kumar","Netflix, Hari Om Entertainment",Shirish Kunder,Shirish Kunder,Shirish Kunder
103688,The Conjuring,2013,Ron Livingston,United States of America,James Wan,Peter Safran,"Netflix, Warner Bros., InterCom, HBO Max",Kirk M. Morri,"Carey Hayes, Chad Hayes",Joseph Bishara
1037,The Lawnmower Man,1992,Pierce Brosnan,United States of America,Brett Leonard,Gimel Everett,"New Line Cinema, Netflix",Alan Baumgarten,"Stephen King, Brett Leonard, Gimel Everett",Dan Wyman
103772,The Wolverine,2013,Hugh Jackman,"United Kingdom, United States of America",James Mangold,"Hugh Jackman, Lauren Shuler Donner","20th Century Studios, Netflix, InterCom, Disney+",Michael McCusker,"Mark Bomback, Scott Frank",Marco Beltrami
103787,Gold,2013,Marko Mandić,"Germany, Canada",Thomas Arslan,Florian Koerner von Gustorf,Netflix,Bettina Böhler,Thomas Arslan,Dylan Carlson
103810,RED 2,2013,Bruce Willis,United States of America,Dean Parisot,"Lorenzo di Bonaventura, Mark Vahradian","Netflix, ProVideo, Lionsgate Films",Don Zimmerman,"Jon Hoeber, Erich Hoeber",Alan Silvestri
103823,"Nick Carter, Master Detective",1939,Walter Pidgeon,United States of America,Jacques Tourneur,Lucien Hubbard,Metro-Goldwyn-Mayer,Elmo Veron,Bertram Millhauser,Edward Ward
103851,Page Miss Glory,1935,Al Shean,United States of America,Mervyn LeRoy,Marion Davies,Warner Bros.,William Clemens,Delmer Daves,Heinz Eric Roemheld
103867,Night Train to Lisbon,2013,August Diehl,"Switzerland, Portugal, Germany",Bille August,Kerstin Ramcke,"iTunes, Netflix, Vertigo Média",Hansjörg Weißbrich,"Peter Bieri, Ulrich Herrmann, Greg Latter",Annette Focks
103881,The Hard Man,1957,Valerie French,United States of America,George Sherman,Helen Ainsworth,Columbia Pictures,William Lyon,Leo Katcher,Mischa Bakaleinikoff
103883,2 Guns,2013,Denzel Washington,United States of America,Baltasar Kormákur,"Randall Emmett, George Furla, Andrew Cosby, Marc E. Platt, Ross Richie","Netflix, InterCom",Michael Tronick,Blake Masters,Clinton Shorter
103968,And Baby Makes Three,1949,Robert Young,United States of America,Henry Levin,Robert Lord,Columbia Pictures,Viola Lawrence,Lou Breslow,George Duning
103980,Blue Jasmine,2013,Louis C.K.,United States of America,Woody Allen,"Letty Aronson, Stephen Tenenbaum","Netflix, Sony Pictures Classics, Hulu, Big Bang Media",Alisa Lepselter,Woody Allen,Christopher Lennertz
103984,The Great Beauty,2013,Carlo Verdone,"France, Italy",Paolo Sorrentino,"Nicola Giuliano, Francesca Cima",Medusa Film,Cristiano Travaglioli,"Paolo Sorrentino, Umberto Contarello",Lele Marchitelli
104,Happy Gilmore,1996,Kevin Nealon,United States of America,Dennis Dugan,Robert Simonds,"Universal Pictures, Netflix",Jeff Gourson,"Adam Sandler, Tim Herlihy",Mark Mothersbaugh
104013,Lo chiamavano Bulldozer,1978,Reinhard Kolldehoff,"Italy, Germany",Michele Lupo,Elio Scardamaglia,MOKÉP,Antonietta Zita,"Rainer Brandt, Marcello Fondato, Francesco Scardamaglia","Guido and Maurizio De Angelis, Maurizio De Angelis, Guido De Angelis"
104015,Bomber,1982,Sal Borgese,Italy,Michele Lupo,Elio Scardamaglia,"Netflix, MOKÉP",Eugenio Alabiso,"Marcello Fondato, Francesco Scardamaglia","Guido and Maurizio De Angelis, Maurizio De Angelis, Guido De Angelis"
104074,Percy Jackson & The Olympians - The Sea of Monsters,2013,Sean Bean,United States of America,Thor Freudenthal,"Chris Columbus, Michael Barnathan","Netflix, InterCom, Disney+",Mark Goldblatt,Marc Guggenheim,Andrew Lockington
104076,The Smurfs 2,2013,Katy Perry,United States of America,Raja Gosnell,Jordan Kerner,"Netflix, InterCom",Sabrina Plisco,"Karey Kirkpatrick, David N. Weiss, J. David Stem",Heitor Pereira
104078,Alan Partridge: Alpha Papa,2013,Colm Meaney,United Kingdom,Declan Lowney,Henry Normal,"Netflix, StudioCanal UK",Mark Everson,"Steve Coogan, Armando Iannucci, Peter Baynham",Ilan Eshkeri
104085,Class of 1999,1990,Malcolm McDowell,United States of America,Mark L. Lester,Mark L. Lester,"Netflix, Vestron Pictures",Scott Conrad,C. Courtney Joyner,Michael Hoenig
1041,Secrets & Lies,1996,Phyllis Logan,United Kingdom,Mike Leigh,Simon Channing-Williams,Film4 Productions,Jon Gregory,Mike Leigh,Andrew Dickson
1042,That Thing You Do!,1996,Tom Hanks,United States of America,Tom Hanks,"Jonathan Demme, Edward Saxon, Gary Goetzman","20th Century Studios, Netflix",Richard Chew,Tom Hanks,Howard Shore
104233,The Cat and the Canary,1939,Paulette Goddard,United States of America,Elliott Nugent,"Arthur Hornblow, Jr.",Paramount Pictures,Archie Marshek,Walter DeLeon,Ernst Toch
104241,Kick-Ass 2,2013,Chloë Grace Moretz,"United States of America, United Kingdom",Jeff Wadlow,"Brad Pitt, Matthew Vaughn","UIP-Dunafilm, Netflix, Universal Pictures",Eddie Hamilton,"John Romita Jr., Mark Millar, Jeff Wadlow",Henry Jackman
104243,Riddick,2013,Dave Bautista,"United Kingdom, United States of America",David Twohy,"Vin Diesel, Ted Field","Universal Pictures, Netflix, ProVideo",Tracey Adams,David Twohy,Graeme Revell
104249,Mr. Moto in Danger Island,1939,Peter Lorre,United States of America,Herbert I. Leeds,John Stone,20th Century Studios,Harry Reynolds,Peter Milne,Samuel Kaylin
104272,Blackfish,2013,Whoopi Goldberg,United States of America,Gabriela Cowperthwaite,Gabriela Cowperthwaite,"Magnolia Pictures, Netflix",Gabriela Cowperthwaite,Gabriela Cowperthwaite,Jeff Beal
104285,"Maria, He Doesn't Like It",2009,Christian Ulmen,"Germany, Italy",Neele Vollmar,Cristiano Bortone,Netflix,Bernd Schlegel,"Jan Weiler, Daniel Speck",Niki Reiser
1043,To Gillian on Her 37th Birthday,1996,Seth Green,United States of America,Michael Pressman,David E. Kelley,"Triumph Films, Netflix",William Scharf,David E. Kelley,James Horner
104337,The Butler,2013,Barack Obama,United States of America,Lee Daniels,"Lee Daniels, Cassian Elwes","Netflix, The Weinstein Company, Vudu",Joe Klotz,"Lee Daniels, Danny Strong",Alexandre Desplat
104361,Ain't Them Bodies Saints,2013,Rooney Mara,United States of America,David Lowery,Lars Ramkilde Knudsen,"Netflix, Hulu, IFC Films",Craig McKay,David Lowery,Daniel Hart
104374,About Time,2013,Lisa Eichhorn,United Kingdom,Richard Curtis,Tim Bevan,"Universal Pictures, Netflix, UIP-Dunafilm",Mark Day,Richard Curtis,Nick Laird-Clowes
104392,Four Flies on Grey Velvet,1971,Ada Pometti,"Italy, France",Dario Argento,Salvatore Argento,"Paramount Pictures, Netflix",Françoise Bonnot,"Dario Argento, Mario Foglietti, Luigi Cozzi",Ennio Morricone
1044,Surviving Picasso,1996,Andreas Wisniewski,United States of America,James Ivory,"Humbert Balsan, David L. Wolper, Ismail Merchant, Paul Bradley, Donald Rosenfeld",Warner Bros.,Andrew Marcus,Ruth Prawer Jhabvala,Richard Robbins
104491,A Royal Scandal,1945,Sig Ruman,United States of America,"Otto Preminger, Ernst Lubitsch",Ernst Lubitsch,20th Century Studios,Dorothy Spencer,"Bruno Frank, Edwin Justus Mayer",Alfred Newman
104493,A Ticklish Affair,1963,Shirley Jones,United States of America,George Sidney,Joe Pasternak,Metro-Goldwyn-Mayer,"John McSweeney, Jr.",Ruth Brooks Flippen,Georgie Stoll
104520,The Crimson Permanent Assurance,1983,Terry Gilliam,United Kingdom,Terry Gilliam,Terry Gilliam,Universal Pictures,Julian Doyle,Terry Gilliam,John Du Prez
104563,Too Hot to Handle,1938,Myrna Loy,United States of America,Jack Conway,Lawrence Weingarten,Loews Cineplex Entertainment,Frank Sullivan,"John Lee Mahin, Laurence Stallings",Franz Waxman
1046,Beautiful Thing,1996,Glen Berry,United Kingdom,Hettie MacDonald,"Bill Shapter, Tony Garnett",Sony Pictures Classics,Don Fairservice,Jonathan Harvey,John Altman
104627,Back from Eternity,1956,Adele Mara,United States of America,John Farrow,RKO,RKO Pictures,Eda Warren,Jonathan Latimer,Franz Waxman
104631,Two Mothers,2013,Naomi Watts,"France, Australia",Anne Fontaine,"Naomi Watts, Dominique Besnehard, Philippe Carcassonne, Sidonie Dumas, Michel Feller","Netflix, Gaumont Film Company",Luc Barnier,"Doris Lessing, Anne Fontaine, Christopher Hampton",Christopher Gordon
1047,The Long Kiss Goodnight,1996,Tom Amandes,United States of America,Renny Harlin,"Shane Black, Stephanie Austin","New Line Cinema, Netflix",William Goldenberg,Shane Black,Alan Silvestri
104712,Instructions Not Included,2013,Jessica Lindsey,Mexico,Eugenio Derbez,Monica C. Lozano,Pantelion Films,Carlos Bolado,"Eugenio Derbez, Guillermo Ríos",Carlo Siliotto
104736,Closed Circuit,2013,Eric Bana,"United States of America, United Kingdom",John Crowley,"Tim Bevan, Eric Fellner","Universal Pictures, Netflix",Lucia Zucchetti,Steven Knight,Joby Talbot
104841,Gravity,2013,George Clooney,"United Kingdom, United States of America",Alfonso Cuarón,"Alfonso Cuarón, David Heyman","iTunes, Warner Bros., Netflix, InterCom","Alfonso Cuarón, Mark Sanger","Alfonso Cuarón, George Clooney, Rodrigo García, Jonás Cuarón",Steven Price
104870,Deathsport,1978,David Carradine,United States of America,"Roger Corman, Allan Arkush",Roger Corman,New World Pictures,Larry Bock,Donald E. Stewart,Andy Stein
104879,Prisoners,2013,Hugh Jackman,United States of America,Denis Villeneuve,"Andrew Kosove, Broderick Johnson, Kira Davis","Warner Bros., Netflix, ProVideo","Joel Cox, Gary D. Roach",Aaron Guzikowski,Jóhann Jóhannsson
104881,Out of the Furnace,2013,Christian Bale,United States of America,Scott Cooper,"Leonardo DiCaprio, Ridley Scott, Tony Scott, Ryan Kavanaugh, Michael Costigan","Netflix, Relativity Media",David Rosenbloom,Scott Cooper,Tindersticks
1049,The Ghost and the Darkness,1996,Val Kilmer,United States of America,Stephen Hopkins,Gale Anne Hurd,"Netflix, UIP-Dunafilm",Sally Menke,"Stephen Hopkins, William Goldman",Jerry Goldsmith
104906,Austenland,2013,Jane Seymour,"United States of America, United Kingdom",Jerusha Hess,Stephenie Meyer,"Netflix, Sony Pictures Classics","Nick Fenton, Nick Fenton",Shannon Hale,Ilan Eshkeri
104908,Insidious: Chapter 2,2013,Rose Byrne,"Canada, United States of America",James Wan,Jason Blum,"Netflix, FilmDistrict, InterCom",Kirk M. Morri,Leigh Whannell,Joseph Bishara
104913,Rush,2013,Tom Wlaschiha,"United States of America, United Kingdom, Germany",Ron Howard,"Ron Howard, Brian Grazer, Peter Morgan, Eric Fellner, Andrew Eaton","Universal Pictures, Netflix, 01 Distribution, StudioCanal UK, Bioscop, ProVideo","Mike Hill, Daniel P. Hanley, Mike Hill",Peter Morgan,Hans Zimmer
104925,The Family,2013,Tommy Lee Jones,"United States of America, France",Luc Besson,"Ryan Kavanaugh, Martin Scorsese, Luc Besson, Virginie Silla","Netflix, ProVideo, Relativity Media",Julien Rey,"Luc Besson, Tonino Benacquista",Evgueni Galperine
104947,At Any Price,2012,Clancy Brown,United States of America,Ramin Bahrani,Christine Vachon,"Netflix, Sony Pictures Classics",Affonso Gonçalves,Ramin Bahrani,Dickon Hinchliffe
105,The Bridges of Madison County,1995,Meryl Streep,United States of America,Clint Eastwood,"Clint Eastwood, Kathleen Kennedy","Warner Bros., Vudu",Joel Cox,"Richard LaGravenese, Robert James Waller",Lennie Niehaus
1050,Looking for Richard,1996,Kevin Spacey,United States of America,Al Pacino,Al Pacino,"20th Century Studios, Netflix",William M. Anderson,Al Pacino,Howard Shore
105017,The Wet Parade,1932,George Irving,United States of America,Victor Fleming,Hunt Stromberg,Metro-Goldwyn-Mayer,Anne Bauchens,"Upton Sinclair, John Lee Mahin",William Axt
105037,The To Do List,2013,Bill Hader,United States of America,Maggie Carey,"Mark Gordon, Jennifer Todd","Netflix, CBS Films",Paul Frank,Maggie Carey,Raney Shockne
105057,Saint Joan,1957,Anton Walbrook,"United States of America, United Kingdom",Otto Preminger,Otto Preminger,United Artists Corporation,Helga Keller,"Graham Greene, George Bernard Shaw",Mischa Spoliansky
105077,The Cat's-Paw,1934,Harold Lloyd,United States of America,Sam Taylor,Harold Lloyd,Fox Film Corporation,Bernard W. Burton,"Harold Lloyd, Clyde Bruckman, Sam Taylor",Alfred Newman
105117,Off Beat,1986,William Sadler,United States of America,Michael Dinner,Joe Roth,Walt Disney Studios Motion Pictures,"Dede Allen, Angelo Corrao",Mark Medoff,James Horner
105165,World Without End,1956,Rod Taylor,United States of America,Edward Bernds,Richard Heermance,Monogram Pictures,Eda Warren,Edward Bernds,Leith Stevens
105197,Nebraska,2013,Rance Howard,United States of America,Alexander Payne,"Albert Berger, Ron Yerxa",Paramount Vantage,Kevin Tent,Bob Nelson,Mark Orton
105223,Colorado Territory,1949,Dorothy Malone,United States of America,"Raoul Walsh, Anthony Veiller",Anthony Veiller,Warner Bros.,Owen Marks,John Twist,David Buttolph
105330,Follow Me!,1972,Michael Jayston,United Kingdom,Carol Reed,Hal B. Wallis,"Universal Pictures, Netflix",Anne V. Coates,Peter Shaffer,John Barry
105338,Kabul Express,2006,Roshan Seth,India,Kabir Khan,"Yash Chopra, Aditya Chopra","Netflix, Yash Raj Films",Amitabh Shukla,Kabir Khan,Raghav Sachar
105366,Shake Hands with the Devil,1959,Dana Wynter,"United Kingdom, Republic of Ireland, United States of America",Michael Anderson,Michael Anderson,United Artists Corporation,Gordon Pilkington,Ivan Goff,William Alwyn
1055,Shadow Conspiracy,1997,Charlie Sheen,United States of America,George P. Cosmatos,Andrew G. Vajna,Walt Disney Studios Motion Pictures,Robert A. Ferretti,Adi Hasak,Bruce Broughton
105504,Captain Phillips,2013,Catherine Keener,United States of America,Paul Greengrass,Scott Rudin,"Columbia Pictures, InterCom, Netflix",Christopher Rouse,Billy Ray,Henry Jackman
105571,Attila,1954,Sophia Loren,"France, Italy",Pietro Francisci,"Carlo Ponti, Dino De Laurentiis",Lux Film,Leo Catozzo,"Ennio de Concini, Primo Zeglio, Richard C. Sarafian",Enzo Masetti
105597,Romeo and Juliet,2013,Ed Westwick,"Italy, United States of America, United Kingdom, Switzerland",Carlo Carlei,"Julian Fellowes, Ileen Maisel, Nadja Swarovski","Icon Productions, Netflix",Peter Honess,Julian Fellowes,Abel Korzeniowski
1056,Jude,1996,Vernon Dobtcheff,United Kingdom,Michael Winterbottom,Andrew Eaton,"Netflix, Gramercy Pictures",Trevor Waite,"Thomas Hardy, Hossein Amini",Adrian Johnston
1057,Everyone Says I Love You,1996,Edward Norton,United States of America,Woody Allen,Robert Greenhut,Miramax,Susan E. Morse,Woody Allen,Dick Hyman
