mlId,movieLabel,year,cast member,country of origin,director,producer,distributed by,film editor,screenwriter,composer
101595,A Breed Apart,1984.0,"Powers Boothe, Brion James, Rutger Hauer, Donald Pleasence, John Dennis Johnston, Kathleen Turner",United States of America,Philippe Mora,John Daly,Hemdale Film Corporation,Chris Lebenzon,Paul Wheeler,Maurice Gibb
1016,The Shaggy Dog,1959.0,"Jean Hagen, John Hart, Annette Funicello, Fred MacMurray, Jack Albertson, Cecil Kellaway, Alexander Scourby, Strother Martin, Kevin Corcoran, Tim Considine, Paul Frees, James Westerfield, Forrest Lewis, Gregg Palmer, Roberta Shore, Tommy Kirk, Gordon Jones, Jacques Aubuchon, Ned Wever, Mack Williams",United States of America,Charles Barton,"Walt Disney, Bill Walsh","Netflix, Walt Disney Studios Motion Pictures, Disney+",James Ballas,"Bill Walsh, Lillie Hayward",Paul Smith
101627,Confidential Agent,1945.0,"Charles Boyer, Peter Lorre, Lauren Bacall, Katina Paxinou, Ian Wolfe, Dan Seymour, Miles Mander, Holmes Herbert, John Warburton, Olaf Hytten, Wanda Hendrix, George Zucco, Lawrence Grant, Victor Francen, John Warburton, Cyril Delevanti, Jack Carter, George Coulouris",United States of America,Herman Shumlin,Robert Buckner,Warner Bros.,George Amy,Robert Buckner,Franz Waxman
101648,The Flat,2011.0,Yoni Rechter,Israel,Arnon Goldfinger,"Thomas Kufus, Arnon Goldfinger","Hulu, Cirko Film",Tali Helter-Shenkar,Arnon Goldfinger,Yoni Rechter
101653,Magadheera,2009.0,"Kajal Aggarwal, Saloni Aswani, Indukuri Sunil Varma, Sarath Babu, Brahmanandam, Ram Charan, Chiranjeevi, Dev Gill, Hema, Rao Ramesh, Srihari, Subbaraya Sharma",India,S. S. Rajamouli,"B. V. S. N. Prasad, Allu Aravind","Geetha Arts, Netflix",Kotagiri Venkateswara Rao,"S. S. Rajamouli, K. V. Vijayendra Prasad",M. M. Keeravani
101664,Hey Ram,2000.0,"Shah Rukh Khan, Hema Malini, Om Puri, Kamal Haasan, Naseeruddin Shah, Rani Mukherjee, Abbas, Vikram Gokhale, Aravind Akash, Atul Kulkarni, Saurabh Shukla",India,Kamal Haasan,Kamal Haasan,Netflix,Renu Saluja,Kamal Haasan,Ilaiyaraaja
101666,A Night in Heaven,1983.0,"Andy Garcia, Carrie Snodgress, Lesley Ann Warren, Christopher Atkins, Deborah Rush, Robert Logan, Linda Lee Cadwell, Harold Bergman, Brian Smith, Dan Fitzgerald",United States of America,John G. Avildsen,Hawk Koch,"Netflix, 20th Century Studios",John G. Avildsen,Joan Tewkesbury,Jan Hammer
101674,The Ghost Galleon,1974.0,"Blanca Estrada, Maria Perschy, Manuel De Blas, Bárbara Rey, Carlos Lemos, Jack Taylor",Spain,Amando de Ossorio Rodríguez,José Luis Bermúdez,Netflix,Petra de Nieva,Amando de Ossorio Rodríguez,Antón García Abril
1017,Swiss Family Robinson,1960.0,"Janet Munro, Kevin Corcoran, Dorothy McGuire, John Mills, Sessue Hayakawa, James MacArthur, Milton Reid, Cecil Parker, Tommy Kirk, Larry Taylor, Andy Ho",United States of America,Ken Annakin,"Walt Disney, Bill Anderson","Netflix, Walt Disney Studios Motion Pictures, Disney+",Peter Boita,Lowell S. Hawley,"William Alwyn, Terry Gilkyson"
101719,Koi... Mil Gaya,2003.0,"Hrithik Roshan, Preity Zinta, Rekhā, Rakesh Roshan, Johnny Lever, Mukesh Rishi, Hansika Motwani, Rajat Bedi, Prem Chopra, Beena Banerjee",India,Rakesh Roshan,Rakesh Roshan,"Netflix, Yash Raj Films",Sanjay Sankla,"Sachin Bhowmick, Honey Irani, Rakesh Roshan, Javed Siddiqui, Robin Bhatt",Rajesh Roshan
101739,Evil Dead,2013.0,"Lorenzo Lamas, Bruce Campbell, Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci, Elizabeth Blackmore",United States of America,Fede Álvarez,"Bruce Campbell, Sam Raimi, Rob Tapert","Netflix, InterCom",Bryan Shaw,Diablo Cody,Roque Baños
101741,Trance,2013.0,"James McAvoy, Rosario Dawson, Vincent Cassel",United Kingdom,Danny Boyle,"Christian Colson, Danny Boyle","Searchlight Pictures, Netflix, InterCom",Jon Harris,Joe Ahearne,Rick Smith
101747,The War of the Gargantuas,1968.0,"Russ Tamblyn, Kenji Sahara, Yoshifumi Tajima, Kumi Mizuno, Jun Tazaki, Haruo Nakajima, Shoichi Hirose, Nobuo Nakamura, Kipp Hamilton",Japan,Ishirō Honda,Tomoyuki Tanaka,"Netflix, Toho",Ryōhei Fujii,"Ishirō Honda, Takeshi Kimura",Akira Ifukube
1018,That Darn Cat!,1965.0,"Frank Gorshin, Dorothy Provine, Ed Wynn, Hayley Mills, Elsa Lanchester, Roddy McDowall, Dean Jones, Richard Deacon, Grayson Hall, William Demarest, Richard Eastham, Neville Brand, Ben Lessy, Larry J. Blake, Liam Sullivan, Carl Held, Gene Blakely, Iris Adrian, Tom Lowell, Don Dorrell",United States of America,Robert Stevenson,"Walt Disney, Bill Walsh, Ron W. Miller","Walt Disney Studios Motion Pictures, Disney+",Cotton Warburton,"Bill Walsh, Gordon Gordon, Mildred Nixon Gordon","Sherman Brothers, Robert F. Brunner"
101812,The Mountain,1956.0,"Spencer Tracy, Claire Trevor, Robert Wagner, Richard Arlen, Anna Kashfi, E. G. Marshall, William Demarest, René Havard, Richard Garrick, Yves Brainville, Harry Townes, Stacy Harris, Jim Hayward, François Valorbe",United States of America,Edward Dmytryk,Edward Dmytryk,"Paramount Pictures, Netflix",Frank Bracht,Ranald MacDougall,Daniele Amfitheatrof
101820,The Fighting Prince of Donegal,1966.0,"Maurice Roëves, Richard Leech, Andrew Keir, Susan Hampshire, Donal McCann, Gordon Jackson, Norman Wooland, Marie Kean, Peter Jeffrey, Peter McEnery, John Forbes-Robertson, Tom Adams, Bill Owen, Patrick Holt, Máire Ní Ghráinne, Fidelma Murphy, Peggy Marshall, Robert Cawdron, Roger Croucher, Keith McConnell, Peter Cranwell, Maire O'Neill, Inigo Jackson","United States of America, United Kingdom",Michael O'Herlihy,"Walt Disney, Bill Anderson",Walt Disney Studios Motion Pictures,Peter Boita,Robert Westerby,George Bruns
101827,Don't Make Waves,1967.0,"Claudia Cardinale, Tony Curtis, Sharon Tate, Edgar Bergen, Dave Draper, Dub Taylor, Robert Webber, Reg Lewis, Chester Yorton, Jim Backus, Joanna Barnes, Reg Lewis, Gilbert Green, Marc London, Sarah Selby, Tom Curtis",United States of America,Alexander Mackendrick,John Calley,Metro-Goldwyn-Mayer,Rita Roland,"Terry Southern, Ira Wallach, Maurice Richlin",Vic Mizzy
101864,Oblivion,2013.0,"Morgan Freeman, Zoë Bell, Melissa Leo, Tom Cruise, Olga Kurylenko, Andrea Riseborough, Nikolaj Coster-Waldau",United States of America,Joseph Kosinski,"Joseph Kosinski, Peter Chernin","Netflix, Universal Pictures, UIP-Dunafilm",Richard Francis-Bruce,"Michael Arndt, William Monahan, Joseph Kosinski","M83, Joseph Trapanese"
101880,Siberian Education,2013.0,"Stefano Rulli, Andrius Paulavičius, Arnas Fedaravicius, John Malkovich, Peter Stormare, James Tratas, Eleanor Tomlinson",Italy,Gabriele Salvatores,Riccardo Tozzi,"Netflix, 01 Distribution",Massimo Fiocchi,"Gabriele Salvatores, Nicolai Lilin, Stefano Rulli, Sandro Petraglia",Mauro Pagani
101884,Dark Tide,2012.0,"Ralph Brown, Olivier Martinez, Halle Berry","United States of America, United Kingdom, South Africa, Australia",John Stockwell,Jeanette B. Milio,Netflix,Andrew MacRitchie,"Ronnie Christensen, Amy Sorlie",Mark Sayfritz
101895,42,2013.0,"Rhoda Griffis, James Pickens, T. R. Knight, Brett Cullen, Harrison Ford, Mark Isham, C. J. Nitkowski, Peter Jurasik, Nicole Beharie, Max Gail, Matt Clark, John C. McGinley, Alan Tudyk, Peter MacKenzie, Kelley Jakle, Jud Tylor, Dax Griffin, André Holland, Ryan Merriman, Christopher Meloni, Mark Harelik, Brad Beyer, Jesse Luken, Gino Anthony Pesi, Jeremy Ray Taylor, Lucas Black, Hamish Linklater, Chadwick Boseman, Toby Huss, Cullen Moss, Henry G. Sanders, Colman Domingo, Alexander Karim",United States of America,Brian Helgeland,Thomas Tull,Warner Bros.,"Peter McNulty, Kevin Stitt",Brian Helgeland,Mark Isham
1019,"20,000 Leagues Under the Sea",1954.0,"Kirk Douglas, Paul Lukas, Robert J. Wilke, Peter Lorre, James Mason, Ted de Corsia, J. M. Kerrigan, Charles Grodin, Percy Helton, Jack Pennick, Carleton Young, Eddie Marr, Herb Vigran, Ted Cooper, Fred Graham, Dayton Lummis, Harry Harvey",United States of America,Richard Fleischer,Walt Disney,"Netflix, Walt Disney Studios Motion Pictures, Disney+",Elmo Williams,Earl Felton,"Al Hoffman, Paul Smith"
101942,Love Is All You Need,2012.0,"Sebastian Jessen, Paprika Steen, Pierce Brosnan, Birthe Neumann, Trine Dyrholm, Line Kruse, Maria Stenz, Philip Zandén, Micky Skeel Hansen, Christiane Rohde, Anne Oppenhagen Pagh, Kim Bodnia, Frederikke Thomassen, Ciro Petrone, Stina Ekblad, Marco D'Amore, Bodil Jørgensen, Christiane Schaumburg-Müller, Molly Egelind, Rikke Louise Andersson, Thomas Voss, Sebastian Lund","Sweden, Denmark, Italy, Germany, France",Susanne Bier,"Vibeke Windeløv, Sisse Graum Jørgensen","Cirko Film, Teodora Film","Morten Egholm, Pernille Bech Christensen","Susanne Bier, Anders Thomas Jensen",Johan Söderqvist
1020,Cool Runnings,1993.0,"Peter Outerbridge, John Candy, Doug E. Doug, Rawle D. Lewis, Malik Yoba, Raymond J. Barry, Bill Dow, Jay Brazeau, John Morgan, Leon Robinson, David Lovgren","Canada, United States of America",Jon Turteltaub,Dawn Steel,"Netflix, Disney+, Walt Disney Studios Motion Pictures",Bruce Green,"Michael Goldberg, Tommy Swerdlow, Lynn Siefert",Hans Zimmer
102033,Pain & Gain,2013.0,"Dwayne Johnson, Ed Harris, Kurt Angle, Mark Wahlberg, Tony Shalhoub, Peter Stormare, Nikki Benz, Ken Jeong, Rebel Wilson, Jeff Chase, Anthony Mackie, Tony Plana, Brian Stepanek, Michael Rispoli, Emily Rutherfurd, Yolanthe Sneijder-Cabau, Rob Corddry, Bar Paly, Vivi Pineda, Larry Hankin",United States of America,Michael Bay,Michael Bay,"UIP-Dunafilm, Netflix","Tom Muldoon, Joel Negron","Christopher Markus and Stephen McFeely, Christopher Markus, Stephen McFeely",Steve Jablonsky
102047,The Bride Came C.O.D.,1941.0,"Bette Davis, James Cagney, George Tobias, Harry Davenport, Eugene Pallette, Stuart Erwin, Edward Brophy, William Frawley, Harry Holman, Jack Carson",United States of America,William Keighley,Hal B. Wallis,"Warner Bros., Netflix",Thomas Richards,"Philip G. Epstein, Julius J. Epstein",Max Steiner
102088,The Grandmaster,2013.0,"Zhang Ziyi, Zhao Benshan, Yuen Woo-ping, Berg Ng, Lo Mang, Yee Man Lee, Yuen Cheung-yan, Tony Leung, Julian Cheung, Macy Chan, Chang Chen, Lau Shun, Zhang Jin, Jin Shijie, Elvis Tsui, Lo Hoi-pang, George Wang, Wang Qingxiang, Cung Le, Xiaoshenyang, Song Hye-kyo","People's Republic of China, Hong Kong",Wong Kar-wai,"Wong Kar-wai, Harvey Weinstein","Netflix, BiM Distribuzione, Vertigo Média",William Chang,"Wong Kar-wai, Zou Jingzhi","Shigeru Umebayashi, Nathaniel Mechaly, Stefano Lentini"
1021,Angels in the Outfield,1994.0,"Christopher Lloyd, Adrien Brody, Danny Glover, Joseph Gordon-Levitt, Matthew McConaughey, Brenda Fricker, Dermot Mulroney, Ben Johnson, Neal McDonough, Tony Danza, Jay O. Sanders, Taylor Negron, Tony Longo",United States of America,William Dear,"Joe Roth, Roger Birnbaum, Irby Smith","Netflix, Walt Disney Studios Motion Pictures",Bruce Green,Holly Goldberg Sloan,Randy Edelman
102109,Polly of the Circus,1932.0,"Clark Gable, Raymond Hatton, Ray Milland, C. Aubrey Smith, Marion Davies, Frank McGlynn, Sr., Frank Rice, Tiny Sandford, David Landau, Edward LeSaint, Guinn ""Big Boy"" Williams, Ruth Selwyn, Maude Eburne, John Roche, Florence Wix",United States of America,Alfred Santell,Marion Davies,Metro-Goldwyn-Mayer,George Hively,Carey Wilson,William Axt
102123,This Is the End,2013.0,"Rihanna, Emma Watson, Channing Tatum, Jason Segel, Seth Rogen, Kevin Richardson, Paul Rudd, Jonah Hill, Jay Baruchel, Aziz Ansari, Christopher Mintz-Plasse, Michael Cera, David Krumholtz, Danny McBride, James Franco, Mindy Kaling, Kevin Hart, Martin Starr, Craig Robinson, Jason Trost, Ricky Mabe, David Jensen, Carol Sutton, Evan Goldberg, Brian Huskey, Douglas M. Griffin, Carol Sutton",United States of America,"Seth Rogen, Evan Goldberg",Seth Rogen,"Netflix, InterCom",Zene Baker,"Seth Rogen, Evan Goldberg",Henry Jackman
102125,Iron Man 3,2013.0,"Bill Maher, Shaun Toub, William Sadler, Robert Downey Jr., Gwyneth Paltrow, Mark Ruffalo, Stephanie Szostak, Ben Kingsley, Stan Lee, Rebecca Mader, Rebecca Hall, Paul Bettany, Don Cheadle, Joan Rivers, Martin Škrtel, Guy Pearce, James Badge Dale, Miguel Ferrer, Adam Pally, Fan Bingbing, Andrew Lauer, Ty Simpkins, Wang Xueqi, Yvonne Zima, Jon Favreau, Cal Johnson, Ashley Hamilton, Sala Baker, George Kotsiopoulos, Jan Broberg Felt, Josh Elliott, Megan Henderson, Spencer Garrett, Linden Ashby, Brian Schaeffer, Fernando Chien, Eric Oram, Ilram Choi, Aja Frary, Colin Follenweider, Monique Ganderton, Tara Macken, Thomas Roberts, Dennis Keiffer, Tom Virtue, Dale Dickey, Steve Wilder, Cullen Moss, Pat Kiernan, Glenn Foster, Bridger Zadina, Corey Hawkins, Matthew Sterling Nye, Bronte D'Esposito, Noah Visconti, Brooke Jaye Taylor, Kim Dean, Anthony Reynolds, Kendrick Cross, Tom Clark, John Eddins, Rockey Dickey Jr., Drew Michael Hershner, Sarah Burkhardt, Nate Bynum, Andrew Lander, Serdar Kalsin, Roy McCrerey, Demetrios Hodges, Bobby Tisdale, James Rackley, Jacob Dewitt, Kevin Arnold, Juan Bofill, David Anthony Buglione, Adam Lytle, Paul Andrew O'Connor, Phil Ortiz, Gwendalyn Barker, Luciana Faulhaber, Kary Musa, Mike Massa, Mark Kubr, Naomi Grace, Aurelia Riley, Johanna Yunda, Wesley Thompson, Toochukwu T.C. Anyachonkeya, Chad Kurtz, Jenna Ortega, Brian Simpson, Mark Aaron Wagner, Sarah Farooqui, Kial Butler, Nick Brandon, Dan Brown, Brycen Counts, Kiante Elam, Dane Farwell, Mark Fichera, Mark Ginther, Adrian Gonzales, Samuel Le, William Morts, Jade Quon, J.C. Robaina, Markos Rounthwaite, Philip J Silvera",United States of America,Shane Black,Kevin Feige,"Paramount Pictures, Netflix, Disney+",Jeffrey Ford,"Stan Lee, Warren Ellis, Jack Kirby, Shane Black, Drew Pearce, Larry Lieber, Don Heck",Brian Tyler
102131,Valentino,1977.0,"Rudolf Nureyev, Ken Russell, Anton Diffring, Leslie Caron, Penelope Milford, Carol Kane, Michelle Phillips, Linda Thorson, Anthony Dowell, William Hootkins, Seymour Cassel, Richard LeParmentier, Bill McKinney, Percy Herbert, John Ratzenberger, Peter Vaughan, Dudley Sutton, Huntz Hall, Jennie Linden, Felicity Kendal, Mildred Shay","United Kingdom, United States of America",Ken Russell,"Robert Chartoff, Irwin Winkler",United Artists Corporation,Stuart Baird,"Ken Russell, Mardik Martin",Stanley Black
102138,The Black Camel,1931.0,"Bela Lugosi, Warner Oland, Mary Gordon, Victor Varconi, Dorothy Revier, Robert Young, Sally Eilers, J. M. Kerrigan, Murray Kinnell, Dwight Frye, Richard Tucker",United States of America,Hamilton MacFadden,Hamilton MacFadden,"Netflix, Fox Film Corporation",Alfred DeGaetano,Dudley Nichols,Samuel Kaylin
102174,Day of the Falcon,2011.0,"Freida Pinto, Antonio Banderas, Liya Kebede, Tahar Rahim, Driss Roukhe, Eriq Ebouaney, Mark Strong, Abdelmajid Lakhal, Hichem Rostom, Riz Ahmed, Jan Uddin, Adriano Giannini, Corey Johnson, Helmi Dridi, Akın Gazi, Lotfi Dziri","Italy, France",Jean-Jacques Annaud,Tarak Ben Ammar,"Hulu, Image Entertainment",Hervé Schneid,"Jean-Jacques Annaud, Menno Meyjes",James Horner
102303,Ovosodo,1997.0,"Nicoletta Braschi, Edoardo Gabbriellini, Claudia Pandolfi, Gianna Giachetti, Lily Tirinnanzi, Marco Cocci, Paolo Ruffini, Regina Orioli, Barbara Scoppa, Pietro Fornaciari, Raffaele Vannoli",Italy,Paolo Virzì,"Vittorio Cecchi Gori, Rita Rusić",Cecchi Gori Group,Jacopo Quadri,"Paolo Virzì, Furio Scarpelli, Francesco Bruni",Battista Lena
102373,"Tomorrow, the World",1944.0,Fredric March,United States of America,Leslie Fenton,Lester Cowan,United Artists Corporation,Anne Bauchens,Ring Lardner,Louis Applebaum
1024,The Three Caballeros,1945.0,"Aurora Miranda, Carmen Molina, Dora Luz, Trío Ascensio del Rio, The Mexican Players, Trío Calaveras, Almirante, Nestor Amaral",United States of America,"Norm Ferguson, Clyde Geronimi, Harold Young, Bill Roberts, Jack Kinney",Walt Disney,RKO Pictures,Donald Halliday,"Bill Peet, Ralph Wright, Elmer Plummer, James Bodrero, Ted Sears, Homer Brightman, William Cottrell, Ernest Terrazas, Roy Williams, Del Connell","Paul Smith, Edward H. Plumb, Charles Wolcott, Dorival Caymmi, Agustín Lara, Ary Barroso, Manuel Esperón, Braguinha, Felipe Gil, Benedito Lacerda"
102407,The Great Gatsby,2013.0,"Amitabh Bachchan, Adelaide Clemens, Leonardo DiCaprio, Tobey Maguire, Carey Mulligan, Isla Fisher, Gemma Ward, Heather Mitchell, Joel Edgerton, Jason Clarke, Jacek Koman, Jack Thompson, Callan McAuliffe, Daniel Newman, Barry Otto, Elizabeth Debicki","United States of America, Australia",Baz Luhrmann,"Baz Luhrmann, Catherine Martin, Douglas Wick","InterCom, Netflix",Jason Ballantine,"Baz Luhrmann, Craig Pearce",Craig Armstrong
102445,Star Trek Into Darkness,2013.0,"Bill Hader, Leonard Nimoy, Chris Pine, Chris Hemsworth, Karl Urban, Zachary Quinto, Zoe Saldana, Jennifer Morrison, Heather Langenkamp, Alice Eve, Simon Pegg, Benedict Cumberbatch, John Cho, Anton Yelchin, Bruce Greenwood, Peter Weller, Amanda Foreman, Akiva Goldsman, Kevin Michael Richardson, Noel Clarke, Scott Lawrence, Nolan North, Nick E. Tarabay, Aisha Hinds, Nazneen Contractor, Joseph Gatt",United States of America,J. J. Abrams,"J. J. Abrams, Damon Lindelof, Alex Kurtzman, Bryan Burk, Roberto Orci","Paramount Pictures, Netflix, UIP-Dunafilm",Maryann Brandon,"Damon Lindelof, Alex Kurtzman, Roberto Orci",Michael Giacchino
102456,An American Romance,1944.0,"Snub Pollard, Ilka Grüning, Kay Medford, Brian Donlevy, J. M. Kerrigan, Charles Wagenheim, Barbara Bedford, Barbara Pepper, Charles Ray, John Qualen, Stephen McNally, Dell Henderson, Earle Hodgins, Erville Alderson, Frank Faylen, Ann Richards, Jack Mulhall, George Magrill, Walter Abel, Ernie Adams, Robert Emmett O'Connor, Edmund Mortimer, Howard Freeman, Mitchell Lewis, Dale Van Sickel, Dick Elliott, Dick Wessel, Eddy Waller, Phyllis Kennedy, Richard Crane, William Haade, William Tannen, Edmund Breon, Edward Hearn, Emmett Vogan, Ethan Laidlaw, Greta Meyer, Leon Belasco, Fred Aldrich, John Sheehan, Jack Chefe, William H. O'Brien, Carol Coombs, Elliott Sullivan, Rudolf Myzet, Charles Irwin, John Merton",United States of America,King Vidor,King Vidor,Loews Cineplex Entertainment,Conrad A. Nervig,"William Ludwig, Herbert Dalmas",Louis Gruenberg
102481,The Internship,2013.0,"Aasif Mandvi, Shawn Levy, Vince Vaughn, Owen Wilson, Max Minghella, Gary Anthony Williams, Josh Gad, John Goodman, Tiya Sircar, B. J. Novak, Rob Riggle, Heather Rae Young, Will Ferrell, Eric André, Josh Brener, Rose Byrne, Jessica Szohr, JoAnna García, Bruno Amato, Dylan O'Brien",United States of America,Shawn Levy,Vince Vaughn,InterCom,Dean Zimmerman,Vince Vaughn,Christophe Beck
102483,Bliss,2007.0,"Özgü Namal, Talat Bulut, Murat Han, Kubilay Tunçer, Erol Babaoğlu, Emel Göksu, Lale Mansur, Meral Çetinkaya, Mustafa Avkıran, Leyla Başak, Sebnem Köstem, Emin Gursoy",Turkey,Abdullah Oğuz,Abdullah Oğuz,Netflix,Abdullah Oğuz,"Zülfü Livaneli, Sırrı Süreyya Önder, Abdullah Oğuz, Kubilay Tunçer",Zülfü Livaneli
102535,Sissi – The Young Empress,1956.0,"Josef Meinrad, Uta Franz, Otto Treßler, Karlheinz Böhm, Joseph Egger, Walther Reyer, Magda Schneider, Gustav Knuth, Romy Schneider, Egon von Jordan, Richard Eybner, Ulrich Bettac, Peter Weck, Vilma Degischer, Franz Böheim, Senta Wengraf, Hilde Wagener, Karl Fochler, Hugo Gottschlich, Erich Nikowitz, Iván Petrovich, Helene Lauterböck, Hans Ziegler",Austria,Ernst Marischka,"Ernst Marischka, Karl Ehrlich, Alexander Sawczynski",Netflix,Alfred Srp,Ernst Marischka,Anton Profes
1026,So Dear to My Heart,1949.0,"Burl Ives, Luana Patten, Beulah Bondi, Bobby Driscoll, Matt Willis, Harry Carey, John Beal, Matt Willis, Raymond Bond, Walter Soderling, Spelman B. Collins",United States of America,"Hamilton Luske, Harold D. Schuster",Walt Disney,RKO Pictures,"Lloyd Richardson, Thomas Scott",John Tucker Battle,"Don Raye, Mel Tormé, Gene de Paul, Paul Smith, Robert Wells, Eliot Daniel, Irving Taylor"
102684,Only God Forgives,2013.0,"Ryan Gosling, Kristin Scott Thomas, Tom Burke, Byron Gibson, Rhatha Phongam, Vithaya Pansringarm, Sahajak Boonthanakit, Teerawat Mulvilai","United States of America, Sweden, Denmark, France, Thailand",Nicolas Winding Refn,Lene Børglum,"The Weinstein Company, Vertigo Média",Matthew Newman,Nicolas Winding Refn,Cliff Martinez
