ID	__name__	released	starring	originating from	directed by	produced by	distributed by	edited by	screenwriter	music by	probes_0	probes_1
102686	The Hangover Part III	2013	Justin Bartha	United States of America	Todd Phillips	Todd Phillips	Warner Bros.	Debra Neil-Fisher	Todd Phillips	Christophe Beck	The Hangover Part III is a movie, of the genre <mask>.	The Hangover Part III is a movie, released 2013, of the genre <mask>.
1027	Robin Hood: Prince of Thieves	1991	Sean Connery	United States of America	Kevin Reynolds	Kevin Costner	Netflix	Peter Boyle	Pen Densham	Michael Kamen	Robin Hood: Prince of Thieves is a movie, of the genre <mask>.	Robin Hood: Prince of Thieves is a movie, released 1991, of the genre <mask>.
102747	The Rink	1916	Charlie Chaplin	United States of America	Charlie Chaplin	Charlie Chaplin	Mutual Film	Charlie Chaplin	Charlie Chaplin	Charlie Chaplin	The Rink is a movie, of the genre <mask>.	The Rink is a movie, released 1916, of the genre <mask>.
1028	Mary Poppins	1964	Glynis Johns	United States of America	Robert Stevenson	Walt Disney	Microsoft Store	Cotton Warburton	Bill Walsh	Irwin Kostal	Mary Poppins is a movie, of the genre <mask>.	Mary Poppins is a movie, released 1964, of the genre <mask>.
102819	Behind the Candelabra	2013	Michael Douglas	United States of America	Steven Soderbergh	Gregory Jacobs	HBO	Steven Soderbergh	Richard LaGravenese	Marvin Hamlisch	Behind the Candelabra is a movie, of the genre <mask>.	Behind the Candelabra is a movie, released 2013, of the genre <mask>.
102856	3096 Days	2013	Trine Dyrholm	Germany	Sherry Hormann	Martin Moszkowicz	Paris Filmes	Mona Bräuer	Bernd Eichinger	Martin Todsharow	3096 Days is a movie, of the genre <mask>.	3096 Days is a movie, released 2013, of the genre <mask>.
102880	After Earth	2013	Will Smith	United States of America	M. Night Shyamalan	Will Smith	Columbia Pictures	Steven Rosenblum	M. Night Shyamalan	James Newton Howard	After Earth is a movie, of the genre <mask>.	After Earth is a movie, released 2013, of the genre <mask>.
102903	Now You See Me	2013	Morgan Freeman	United States of America	Louis Leterrier	Alex Kurtzman	Netflix	Robert Leighton	Ed Solomon	Brian Tyler	Now You See Me is a movie, of the genre <mask>.	Now You See Me is a movie, released 2013, of the genre <mask>.
102947	A Walk with Love and Death	1969	Michael Gough	United States of America	John Huston	Carter DeHaven	20th Century Studios	Russell Lloyd	Dale Wasserman	Georges Delerue	A Walk with Love and Death is a movie, of the genre <mask>.	A Walk with Love and Death is a movie, released 1969, of the genre <mask>.
102965	Attack on the Iron Coast	1968	Walter Gotell	United States of America	Paul Wendkos	John C. Champion	Netflix	Ernest Hosler	Herman Hoffman	Gerard Schurmann	Attack on the Iron Coast is a movie, of the genre <mask>.	Attack on the Iron Coast is a movie, released 1968, of the genre <mask>.
102993	The Way, Way Back	2013	AnnaSophia Robb	United States of America	Nat Faxon	Tom Rice	Netflix	Tatiana S. Riegel	Nat Faxon	Rob Simonsen	The Way, Way Back is a movie, of the genre <mask>.	The Way, Way Back is a movie, released 2013, of the genre <mask>.
103006	Penthouse	1933	Myrna Loy	United States of America	W. S. Van Dyke	Hunt Stromberg	Metro-Goldwyn-Mayer	Robert J. Kern	Ayn Rand	William Axt	Penthouse is a movie, of the genre <mask>.	Penthouse is a movie, released 1933, of the genre <mask>.
103017	The Body	2012	Belén Rueda	Spain	Oriol Paulo	Mikel Lejarza Ortiz	Roadside Attractions	Joan Manel Vilaseca	Oriol Paulo	Sergio Moure de Oteyza	The Body is a movie, of the genre <mask>.	The Body is a movie, released 2012, of the genre <mask>.
103027	Much Ado About Nothing	2012	Clark Gregg	United States of America	Joss Whedon	Joss Whedon	Netflix	Joss Whedon	Joss Whedon	Joss Whedon	Much Ado About Nothing is a movie, of the genre <mask>.	Much Ado About Nothing is a movie, released 2012, of the genre <mask>.
103030	Any Day Now	2012	Frances Fisher	United States of America	Travis Fine	Chip Hourihan	Music Box Films	Tom Cross	Travis Fine	Joey Newman	Any Day Now is a movie, of the genre <mask>.	Any Day Now is a movie, released 2012, of the genre <mask>.
103042	Man of Steel	2013	Kevin Costner	United States of America	Zack Snyder	Christopher Nolan	Warner Bros.	David Brenner	Christopher Nolan	Hans Zimmer	Man of Steel is a movie, of the genre <mask>.	Man of Steel is a movie, released 2013, of the genre <mask>.
103083	The Reluctant Fundamentalist	2012	Nelsan Ellis	United States of America	Mira Nair	Lydia Dean Pilcher	Netflix	Shimit Amin	Mohsin Hamid	Michael Andrews	The Reluctant Fundamentalist is a movie, of the genre <mask>.	The Reluctant Fundamentalist is a movie, released 2012, of the genre <mask>.
1031	Bedknobs and Broomsticks	1971	Roddy McDowall	United States of America	Robert Stevenson	Bill Walsh	Netflix	Cotton Warburton	Bill Walsh	Irwin Kostal	Bedknobs and Broomsticks is a movie, of the genre <mask>.	Bedknobs and Broomsticks is a movie, released 1971, of the genre <mask>.
103105	Tetsuo: The Bullet Man	2009	Shinya Tsukamoto	Japan	Shinya Tsukamoto	Shinya Tsukamoto	Netflix	Shinya Tsukamoto	Shinya Tsukamoto	Chu Ishikawa	Tetsuo: The Bullet Man is a movie, of the genre <mask>.	Tetsuo: The Bullet Man is a movie, released 2009, of the genre <mask>.
103137	The Bling Ring	2013	Emma Watson	Japan	Sofia Coppola	Sofia Coppola	Netflix	Sarah Flack	Sofia Coppola	Oneohtrix Point Never	The Bling Ring is a movie, of the genre <mask>.	The Bling Ring is a movie, released 2013, of the genre <mask>.
103219	Maniac	2012	Zoe Aggeliki	United States of America	Franck Khalfoun	Thomas Langmann	Netflix	Franck Khalfoun	Grégory Levasseur	Robin Coudert	Maniac is a movie, of the genre <mask>.	Maniac is a movie, released 2012, of the genre <mask>.
103228	Pacific Rim	2013	Ron Perlman	United States of America	Guillermo del Toro	Mary Parent	Warner Bros.	Peter Amundson	Guillermo del Toro	Ramin Djawadi	Pacific Rim is a movie, of the genre <mask>.	Pacific Rim is a movie, released 2013, of the genre <mask>.
103243	Ada	1961	Martin Balsam	United States of America	Daniel Mann	Lawrence Weingarten	Metro-Goldwyn-Mayer	Ralph E. Winters	Arthur Sheekman	Bronisław Kaper	Ada is a movie, of the genre <mask>.	Ada is a movie, released 1961, of the genre <mask>.
103249	World War Z	2013	Mireille Enos	United States of America	Marc Forster	Brad Pitt	Paramount Pictures	Roger Barton	Max Brooks	Marco Beltrami	World War Z is a movie, of the genre <mask>.	World War Z is a movie, released 2013, of the genre <mask>.
103253	Elysium	2013	Jodie Foster	United States of America	Neill Blomkamp	Simon Kinberg	Netflix	Julian Clarke	Neill Blomkamp	Ryan Amon	Elysium is a movie, of the genre <mask>.	Elysium is a movie, released 2013, of the genre <mask>.
103266	Mr. Moto's Gamble	1938	Peter Lorre	United States of America	James Tinling	John Stone	20th Century Studios	Nick DeMaggio	Charles Belden	David Buttolph	Mr. Moto's Gamble is a movie, of the genre <mask>.	Mr. Moto's Gamble is a movie, released 1938, of the genre <mask>.
103306	Europa Report	2013	Embeth Davidtz	United States of America	Sebastián Cordero	Ben Browning	Netflix	Craig McKay	Philip Gelatt	Bear McCreary	Europa Report is a movie, of the genre <mask>.	Europa Report is a movie, released 2013, of the genre <mask>.
103333	Blutzbrüdaz	2013	Mario Barth	Germany	Özgür Yıldırım	Fatih Akın	Constantin Film	Sebastian Thümler	Özgür Yıldırım	Sido	Blutzbrüdaz is a movie, of the genre <mask>.	Blutzbrüdaz is a movie, released 2013, of the genre <mask>.
103341	The World's End	2013	Eddie Marsan	Japan	Edgar Wright	Eric Fellner	Netflix	Paul Machliss	Edgar Wright	Steven Price	The World's End is a movie, of the genre <mask>.	The World's End is a movie, released 2013, of the genre <mask>.
103366	Redemption	2013	Jason Statham	United States of America	Steven Knight	Paul Webster	Netflix	Valerio Bonelli	Steven Knight	Dario Marianelli	Redemption is a movie, of the genre <mask>.	Redemption is a movie, released 2013, of the genre <mask>.
103372	The Heat	2013	Jane Curtin	United States of America	Paul Feig	Peter Chernin	Netflix	Brent White	Katie Dippold	Michael Andrews	The Heat is a movie, of the genre <mask>.	The Heat is a movie, released 2013, of the genre <mask>.
103380	Very Important Person	1961	James Robertson Justice	United Kingdom	Ken Annakin	Julian Wintle	Rank Organisation	Ralph Sheldon	Jack Davies	Reg Owen	Very Important Person is a movie, of the genre <mask>.	Very Important Person is a movie, released 1961, of the genre <mask>.
103384	The Lone Ranger	2013	Johnny Depp	United States of America	Gore Verbinski	Jerry Bruckheimer	Walt Disney Studios Motion Pictures	Craig Wood	Terry Rossio	Hans Zimmer	The Lone Ranger is a movie, of the genre <mask>.	The Lone Ranger is a movie, released 2013, of the genre <mask>.
1034	Freeway	1996	Reese Witherspoon	United States of America	Matthew Bright	Brad Wyman	Republic Pictures	Maysie Hoy	Matthew Bright	Danny Elfman	Freeway is a movie, of the genre <mask>.	Freeway is a movie, released 1996, of the genre <mask>.
103449	Passion	2012	Karoline Herfurth	France	Brian De Palma	Saïd Ben Saïd	Netflix	François Gédigier	Brian De Palma	Pino Donaggio	Passion is a movie, of the genre <mask>.	Passion is a movie, released 2012, of the genre <mask>.
1035	The Sound of Music	1965	Julie Andrews	United States of America	Robert Wise	Robert Wise	20th Century Studios	William H. Reynolds	Ernest Lehman	Richard Rodgers	The Sound of Music is a movie, of the genre <mask>.	The Sound of Music is a movie, released 1965, of the genre <mask>.
103515	Along the Great Divide	1951	Kirk Douglas	United States of America	Raoul Walsh	Anthony Veiller	Warner Bros.	Thomas Reilly	Walter Doniger	David Buttolph	Along the Great Divide is a movie, of the genre <mask>.	Along the Great Divide is a movie, released 1951, of the genre <mask>.
103541	Thanks for Sharing	2012	Gwyneth Paltrow	United States of America	Stuart Blumberg	Edward Norton	Hulu	Anne McCabe	Matt Winston	Christopher Lennertz	Thanks for Sharing is a movie, of the genre <mask>.	Thanks for Sharing is a movie, released 2012, of the genre <mask>.
103549	What's in a Name?	2012	Patrick Bruel	Belgium	Alexandre de La Patellière	Dimitri Rassam	Netflix	Célia Lafitedupont	Alexandre de La Patellière	Jérôme Rebotier	What's in a Name? is a movie, of the genre <mask>.	What's in a Name? is a movie, released 2012, of the genre <mask>.
103554	A Hijacking	2012	Søren Malling	Denmark	Tobias Lindholm	René Ezra	Nordisk Film	Adam Nielsen	Tobias Lindholm	Hildur Guðnadóttir	A Hijacking is a movie, of the genre <mask>.	A Hijacking is a movie, released 2012, of the genre <mask>.
103576	Chu Chin Chow	1934	Fritz Kortner	United Kingdom	Walter Forde	Michael Balcon	Netflix	Derek Twist	Sidney Gilliat	Sidney Gilliat	Chu Chin Chow is a movie, of the genre <mask>.	Chu Chin Chow is a movie, released 1934, of the genre <mask>.
1036	Die Hard	1988	Bruce Willis	United States of America	John McTiernan	Joel Silver	Netflix	John F. Link	Roderick Thorp	Michael Kamen	Die Hard is a movie, of the genre <mask>.	Die Hard is a movie, released 1988, of the genre <mask>.
103655	R.I.P.D.	2013	Ryan Reynolds	United States of America	Robert Schwentke	Neal H. Moritz	UIP-Dunafilm	Mark Helfrich	Matt Manfredi	Christophe Beck	R.I.P.D. is a movie, of the genre <mask>.	R.I.P.D. is a movie, released 2013, of the genre <mask>.
103671	Joker	2012	Akshay Kumar	India	Shirish Kunder	Farah Khan	Netflix	Shirish Kunder	Shirish Kunder	Shirish Kunder	Joker is a movie, of the genre <mask>.	Joker is a movie, released 2012, of the genre <mask>.
103688	The Conjuring	2013	Ron Livingston	United States of America	James Wan	Peter Safran	Netflix	Kirk M. Morri	Carey Hayes	Joseph Bishara	The Conjuring is a movie, of the genre <mask>.	The Conjuring is a movie, released 2013, of the genre <mask>.
1037	The Lawnmower Man	1992	Pierce Brosnan	United States of America	Brett Leonard	Gimel Everett	New Line Cinema	Alan Baumgarten	Stephen King	Dan Wyman	The Lawnmower Man is a movie, of the genre <mask>.	The Lawnmower Man is a movie, released 1992, of the genre <mask>.
103772	The Wolverine	2013	Hugh Jackman	United Kingdom	James Mangold	Hugh Jackman	20th Century Studios	Michael McCusker	Mark Bomback	Marco Beltrami	The Wolverine is a movie, of the genre <mask>.	The Wolverine is a movie, released 2013, of the genre <mask>.
103787	Gold	2013	Marko Mandić	Germany	Thomas Arslan	Florian Koerner von Gustorf	Netflix	Bettina Böhler	Thomas Arslan	Dylan Carlson	Gold is a movie, of the genre <mask>.	Gold is a movie, released 2013, of the genre <mask>.
103810	RED 2	2013	Bruce Willis	United States of America	Dean Parisot	Lorenzo di Bonaventura	Netflix	Don Zimmerman	Jon Hoeber	Alan Silvestri	RED 2 is a movie, of the genre <mask>.	RED 2 is a movie, released 2013, of the genre <mask>.
103823	Nick Carter, Master Detective	1939	Walter Pidgeon	United States of America	Jacques Tourneur	Lucien Hubbard	Metro-Goldwyn-Mayer	Elmo Veron	Bertram Millhauser	Edward Ward	Nick Carter, Master Detective is a movie, of the genre <mask>.	Nick Carter, Master Detective is a movie, released 1939, of the genre <mask>.
103851	Page Miss Glory	1935	Al Shean	United States of America	Mervyn LeRoy	Marion Davies	Warner Bros.	William Clemens	Delmer Daves	Heinz Eric Roemheld	Page Miss Glory is a movie, of the genre <mask>.	Page Miss Glory is a movie, released 1935, of the genre <mask>.
103867	Night Train to Lisbon	2013	August Diehl	Switzerland	Bille August	Kerstin Ramcke	iTunes	Hansjörg Weißbrich	Peter Bieri	Annette Focks	Night Train to Lisbon is a movie, of the genre <mask>.	Night Train to Lisbon is a movie, released 2013, of the genre <mask>.
103881	The Hard Man	1957	Valerie French	United States of America	George Sherman	Helen Ainsworth	Columbia Pictures	William Lyon	Leo Katcher	Mischa Bakaleinikoff	The Hard Man is a movie, of the genre <mask>.	The Hard Man is a movie, released 1957, of the genre <mask>.
103883	2 Guns	2013	Denzel Washington	United States of America	Baltasar Kormákur	Randall Emmett	Netflix	Michael Tronick	Blake Masters	Clinton Shorter	2 Guns is a movie, of the genre <mask>.	2 Guns is a movie, released 2013, of the genre <mask>.
103968	And Baby Makes Three	1949	Robert Young	United States of America	Henry Levin	Robert Lord	Columbia Pictures	Viola Lawrence	Lou Breslow	George Duning	And Baby Makes Three is a movie, of the genre <mask>.	And Baby Makes Three is a movie, released 1949, of the genre <mask>.
103980	Blue Jasmine	2013	Louis C.K.	United States of America	Woody Allen	Letty Aronson	Netflix	Alisa Lepselter	Woody Allen	Christopher Lennertz	Blue Jasmine is a movie, of the genre <mask>.	Blue Jasmine is a movie, released 2013, of the genre <mask>.
103984	The Great Beauty	2013	Carlo Verdone	France	Paolo Sorrentino	Nicola Giuliano	Medusa Film	Cristiano Travaglioli	Paolo Sorrentino	Lele Marchitelli	The Great Beauty is a movie, of the genre <mask>.	The Great Beauty is a movie, released 2013, of the genre <mask>.
104	Happy Gilmore	1996	Kevin Nealon	United States of America	Dennis Dugan	Robert Simonds	Universal Pictures	Jeff Gourson	Adam Sandler	Mark Mothersbaugh	Happy Gilmore is a movie, of the genre <mask>.	Happy Gilmore is a movie, released 1996, of the genre <mask>.
104013	Lo chiamavano Bulldozer	1978	Reinhard Kolldehoff	Italy	Michele Lupo	Elio Scardamaglia	MOKÉP	Antonietta Zita	Rainer Brandt	Guido and Maurizio De Angelis	Lo chiamavano Bulldozer is a movie, of the genre <mask>.	Lo chiamavano Bulldozer is a movie, released 1978, of the genre <mask>.
104015	Bomber	1982	Sal Borgese	Italy	Michele Lupo	Elio Scardamaglia	Netflix	Eugenio Alabiso	Marcello Fondato	Guido and Maurizio De Angelis	Bomber is a movie, of the genre <mask>.	Bomber is a movie, released 1982, of the genre <mask>.
104074	Percy Jackson & The Olympians - The Sea of Monsters	2013	Sean Bean	United States of America	Thor Freudenthal	Chris Columbus	Netflix	Mark Goldblatt	Marc Guggenheim	Andrew Lockington	Percy Jackson & The Olympians - The Sea of Monsters is a movie, of the genre <mask>.	Percy Jackson & The Olympians - The Sea of Monsters is a movie, released 2013, of the genre <mask>.
104076	The Smurfs 2	2013	Katy Perry	United States of America	Raja Gosnell	Jordan Kerner	Netflix	Sabrina Plisco	Karey Kirkpatrick	Heitor Pereira	The Smurfs 2 is a movie, of the genre <mask>.	The Smurfs 2 is a movie, released 2013, of the genre <mask>.
104078	Alan Partridge: Alpha Papa	2013	Colm Meaney	United Kingdom	Declan Lowney	Henry Normal	Netflix	Mark Everson	Steve Coogan	Ilan Eshkeri	Alan Partridge: Alpha Papa is a movie, of the genre <mask>.	Alan Partridge: Alpha Papa is a movie, released 2013, of the genre <mask>.
104085	Class of 1999	1990	Malcolm McDowell	United States of America	Mark L. Lester	Mark L. Lester	Netflix	Scott Conrad	C. Courtney Joyner	Michael Hoenig	Class of 1999 is a movie, of the genre <mask>.	Class of 1999 is a movie, released 1990, of the genre <mask>.
1041	Secrets & Lies	1996	Phyllis Logan	United Kingdom	Mike Leigh	Simon Channing-Williams	Film4 Productions	Jon Gregory	Mike Leigh	Andrew Dickson	Secrets & Lies is a movie, of the genre <mask>.	Secrets & Lies is a movie, released 1996, of the genre <mask>.
